Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Croatia,HRV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000,144186480.2,114440874.4,108053139.7,492528182.7,596514805.2,1004077220,1454741834,1015069997,1036758146,980784304.8,1846434012,1314179917,1814728743,3346611893,4645807617,5249620116,3069599256,1545050408,1248979436,1465100045,937309759.6,3184022339,52276286.8,418512745.5,476823315.6,1212763554,1170052265,
Haiti,HTI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2800000,3400000.001,4059985.039,6979999.995,7939993.416,2640000.001,7780000.002,8000000.002,10000000,12000000,13000000,8340000.002,7080000.001,8420000.002,4460000,4920000,4820000,4680000,10100000,9360000,8000000,-1800000,-2200000,-2800000,-2800000,7400000,4100000,4000000,10760000,30000000,13250000,4400000,5700000,13800000,5900000,26000000,160600000,74500000,29800000,55470000,178000000,119000000,156000000,161918586.3,99000000,105680000,104900000,374855000,105000000,75000000,
Hungary,HUN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,553809000,1462141210,1479165394,2349715111,1144083870,4804151332,3288936449,4164123320,3261654750,3384965975,2747712560,4058819561,3643428380,4157510420,4538099567,27489690204,18678720025,70631297039,75107772943,-2792080129,-20770280261,10740966551,10815928328,-3586600505,13060104659,-5266437315,69681210262,-12133624001,-64832072323,32049970433,
IBRD only,IBD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2491210761,2701384457,1733455902,3643465889,4566983789,5358260619,4026825175,4083549202,5849369133,6847843445,8184029277,11764372051,10142749446,8806830919,8762754538,10364315583,9524070747,10318568870,17500418327,18791851021,20018382892,28864616907,41229486158,60246949395,82321356264,94465756719,1.19618E+11,1.59272E+11,1.60424E+11,1.70023E+11,1.57038E+11,1.67389E+11,1.54301E+11,1.63221E+11,2.27857E+11,3.05025E+11,4.01876E+11,5.5949E+11,6.31642E+11,4.26449E+11,6.16469E+11,7.37058E+11,6.79357E+11,7.1995E+11,6.55144E+11,6.09533E+11,5.49701E+11,5.25303E+11,6.01752E+11,5.4169E+11,
IDA & IBRD total,IBT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,3174880761,3212544457,2422790887,4570655889,5313032700,6381575395,5050469286,5082941050,6905481757,8041869819,8498148084,13294573315,11270310473,9598994465,9382351345,11731599359,10005527861,11803533813,18982919087,22263761426,21921316935,30986119442,44295531893,64731201510,86698739802,98132521248,1.23878E+11,1.64618E+11,1.66064E+11,1.76485E+11,1.63364E+11,1.74128E+11,1.63245E+11,1.73995E+11,2.40933E+11,3.23463E+11,4.27024E+11,5.95026E+11,6.74803E+11,4.62109E+11,6.57491E+11,7.87116E+11,7.28898E+11,7.72059E+11,7.02489E+11,6.59183E+11,5.95108E+11,5.75609E+11,6.49373E+11,5.86368E+11,
IDA total,IDA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,683670000,511160000,689334985,927190000,746048910.3,1023314776,1023644111,999391847.9,1056112624,1194026374,314118807.3,1530201264,1127561027,792163545.8,619596806.7,1367283776,481457113.3,1484964943,1482500760,3471910406,1902934043,2121502535,3066045735,4484252115,4377383538,3666764530,4260256483,5345637918,5640525251,6462237854,6326112715,6739570193,8943417047,10774401449,13075626116,18438101288,25147343475,35536109234,43160880576,35659721179,41021464379,50057156083,49540731220,52109374464,47345042188,49649688678,45406438372,50306670230,47620976833,44677841680,
IDA blend,IDB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,417620000,420630000,515770000,615750000,472460000,595518747.5,472620978.6,569046574.1,397335618.6,611564754.2,-280995598.9,1000268729,806209525.2,871070052,463058227.3,1108516179,401239866,1068507456,887134523.4,2353070650,991235562.3,1189955554,1537794813,2368176009,2653898683,1917880156,2029666371,1824847566,1665692209,2140135988,1996567480,1782698894,3749475912,3796805556,3963982626,9045806762,12249927417,16124792203,17941188477,15191777820,12705857088,15192285615,11400382704,12166754165,13222492245,12765369689,11343377304,15562290734,13886595085,14735583454,
Indonesia,IDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,145380000,299070000,253520000,581000000,182120000,1292060000,747590000,235000000,417710000,226000000,180000000,133000000,225000000,292000000,222000000,310000000,258000000,385000000,576000000,682000000,1093000000,1482000000,1777000000,2004000000,2109000000,4346000000,6194000000,4677000000,-240800000,-1865620963,-4550355286,-2977391857,145085548.7,-596923827.8,1896082770,8336257208,4914201435,6928480000,9318453650,4877369178,15292009411,20564938227,21200778608,23281742362,25120732060,19779127977,4541713739,20510310832,18909826044,24946901158,
IDA only,IDX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,266050000,90530000,173564985,311440000,273588910.3,427796028.5,551023132.6,430345273.7,658777005.4,582461619.5,595114406.2,529932534.8,321351501.4,-78906506.25,156538579.4,258767597.5,80217247.34,416457486.6,595366237.1,1118839756,911698480.6,931546980.8,1528250922,2116076106,1723484855,1748884374,2230590112,3520790352,3974833042,4322101866,4329545235,4956871299,5193941135,6977595893,9111643491,9392294526,12897416058,19411317030,25219692099,20467943359,28315607291,34864870468,38140348516,39942620300,34122549943,36884318990,34063061068,34744379497,33734381748,29942258226,
Isle of Man,IMN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,45460000,47660000,17790000,37910000,56970000,-10326246.71,-7706430.543,-36060000,18090000,48570000,79160000,91920000,72080000,5640000,19240000,106090000,117730000,212320000,91250000,252100000,236690000,73537638.39,276512439,550370024.9,973271468.7,2143628110,2426057022,3577330042,2634651658,2168591054,3584217307,5128093562,5208967106,3681984671,5429250990,7269407226,20029119267,25227740887,43406277076,35581372930,27396885034,36498654598,23995685014,28153031270,34576643694,44009492130,44458571546,39966091359,42117450737,50610647354,
Not classified,INX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,32000000,25000000,31000000,52000000,51200000,158170000,172680000,136240000,375260000,336680000,286450000,203450000,242010000,169650000,121360000,163660000,250293354.6,322476620.4,257438683.1,192759335.7,621911000,1361668000,1458175000,1077890000,856979000,1442925000,2617483000,2028797560,8862216450,18210641714,25779436153,9650920350,29323796527,22781292817,-10607612697,47001243614,22070063905,59934755383,23287686336,53974309647,37748455284,23699352433,58090414123,70811172728,97382259039,2.3706E+11,1.02916E+11,58300808408,67361732390,-46633226471,
"Iran, Islamic Rep.",IRN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,28000000,65200000,91200000,561500000,323500000,494400000,-101590000,345690000,909060000,164350000,80910000,28220000,-136090000,-78520000,42690000,-38150000,-112440000,-307630000,60540000,-19420000,-361950000,22590000,8500000,207550000,2000000,17000000,26000000,53000000,24000000,35000000,39000000,408118760,3519380360,2877481500,3037299840,2889191670,2317538500,2017791750,1979988010,2983421910,3648972410,4276718690,4661734400,3049945000,2105494000,2050000000,3372000000,5019000000,2373000000,1508000000,
Iraq,IRQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-910000,-180000,-90000,-6550000,-8830000,-44920000,1350000,4390000,300000,1610000,1530000,4120000,2420000,-234000,-2749000,-1160000,918000,-4291000,-3383000,390000,-6810000,7686000,93000,803000,-30000,,-1994000,1153000,7388000,,-32000,-6656000,-326000,1000000000,300000000,515300000,383000000,971800000,1855700000,1598300000,1396200000,2082000000,3400000000,-2335300000,-10176400000,-7574200000,-6255900000,-5032400000,-4885100000,-3075600000,
Iceland,ISL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,4500000,19800000,2800000,-1500000,13200000,42400000,4500000,4200000,8100000,3100000,22300000,53000000,35800000,-23400000,13700000,23600000,8500000,2400000,-14800000,-27400000,-4803187.83,-18436099.08,8648079.003,-1174.965449,2394198.454,-9309003.234,83381484.12,148012830,154082592,66639312.89,155160734.1,163445772.3,91905493.06,335355205,755317000.4,3093680068,3876554983,6872169567,1203686965,63588140.75,256983101.1,1106959489,1024171887,472607545.8,766775539,1145767445,-1066286957,-6999892981,-622718386.3,-480910801.7,
Israel,ISR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,49000000,57000000,114000000,149000000,84000000,45000000,47000000,81000000,39000000,11000000,51000000,114400000,21300000,78500000,89500000,112300000,143400000,224100000,267200000,160400000,151000000,345600000,588500000,604900000,441600000,1350300000,1397100000,1633800000,1737400000,4150000000,8047500000,1771300000,1582500000,3322000000,2946900000,4818400000,14395500000,8798100000,10274200000,4606900000,6984700000,8653000000,9017300000,11842200000,6048900000,11336200000,11988000000,16892500000,21514500000,19047100000,
Italy,ITA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,624159999.4,549089964.6,673181132.5,673103003.1,595350461,644515567.9,109235548,1129034015,477670644.8,415373573,578156245,1124409633,615183541.1,1194907475,1313182672,1066817196,-153004673.1,4188118187,6789447589,2191462724,6440765876,2403349144,3118551015,3738910088,2208555823,4843882770,3548937154,3687266506,2640065101,6941768225,13172981900,14878086499,17239360005,19572886734,20100742902,36762073075,56995485107,65975535145,-9501579210,16607196345,9930501391,34465481830,34901033.01,19531411962,17032744039,13303439230,25656663795,11138429977,39613297744,29220591590,
Jamaica,JAM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,162100000,175200000,97500000,73300000,30500000,61400000,-600000,-9700000,-26600000,-26400000,27700000,-11500000,-15800000,-18700000,12200000,-9000000,-4600000,53400000,-12000000,57100000,137900000,133200000,142400000,77900000,79000000,101800000,135700000,155700000,322100000,474700000,419600000,576500000,443800000,683500000,559365888,637901995.9,842342788.3,811902426.3,1376602630,485164640.1,185775630.6,172757165.4,413333448.1,544747561.8,582148741.6,924977863.7,927976719,888835228.5,774620603.1,665416000,
Jordan,JOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,559999.382,2130438.418,6830353.699,25641693.89,-7530498.542,11230237.21,56431307.45,26371066.47,33830643.46,140813771.7,59432045.57,34864661.93,77487832.89,24948927.46,22754208.38,39498588.02,23731746.2,-1349805.313,37646775.31,-11887398.04,40722566.98,-33548530.15,2854731.793,13308089.21,15514809.59,360930888.6,310014104.4,157968970.4,913258110,273628171.3,238222874.7,546967559.9,936812411.8,1984485190,3544005642,2622144779,2826744496,2413098592,1688394366,1486056338,1548450704,1946597204,2178450704,1600281690,1552957746,2029718310,954929577.5,825492957.7,
Japan,JPN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,94000000,210000000,169000000,-42000000,202000000,226000000,113000000,21000000,8000000,239000000,278000000,189000000,439000000,416000000,-10000000,608713150.2,242107761.7,1177422254,-483800486.9,-1059696732,1806039008,1284268820,2755603983,210435439.5,888384470.9,41463072.35,-38203596.34,2486935040,2512021924,14780510031,10688168326,4926033619,11557373874,8771535612,7527948175,5459618343,-2396909736,21631204436,24624845330,12226471579,7440979284,-850717035.1,546962692.2,10648441636,19752249424,5252218412,40954181469,18802251208,24605910854,37176832958,
Kazakhstan,KAZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000,1271400000,659700000,964200000,1137000000,1321400000,1151400000,1587000000,1370521199,2816823050,2588491060,2483253230,5615262947,2546065710,7611168450,11972842989,16818890680,14275888207,7456117901,13760291529,13648134374,10011293285,7308112644,6577824050,17220962548,4712631471,213930934.6,3587949041,
Kenya,KEN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,13800000,7400000,6300000,17260000,23420000,17158747.47,46371850.86,56545225.67,34414129.64,84009903.28,78973745.62,14147557.18,13000894.96,23738842.68,10753527.42,28845949.04,32725776.79,39381344.2,394430.6394,62189917.27,57081096.18,18830976.84,6363133.145,145655517.1,7432412.602,42289248.46,108672931.6,62096809.78,26548245.97,51953455.95,110904550.4,5302622.939,27618447.06,81738242.64,46063931.45,21211685.4,50674725.18,729054667,95584970.67,116259381,178064198.6,1450460112,1380167160,1118819097,820934459.3,619719962.3,678803417,1266137283,1625921131,1332436904,
Kyrgyz Republic,KGZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,38178000,96090000,47238000,83820000,109228485,44412800,-2360124.961,5006732.877,4661963.545,45544627.8,175458810.1,42565248.3,182022902.5,207919477.6,376992152.1,189377400,472768300,685760800,260927500,612016900,343010700,1144054000,619220700,-107212800,144222600,210725400,
Cambodia,KHM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,100000,-280000,-10000,190000,1350000,270000,,,,,1000000,,,,,,,,,,,,33000000,54124000,68900000,150800000,293600000,203700000,115871733,102225822,118308566.3,146481995.1,130956363.9,81580650.56,131416229.3,379180190.6,483209382.7,867288538.6,815180218,928393617.3,1404315449,1538883425,1988102945,2068470774,1853471158,1822804151,2475915854,2788084322,3212633447,3663032999,
Kiribati,KIR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,0,0,0,0,-900888.7274,0,219289.8223,106285.2578,219160.0499,257049.6585,180294.6394,299752.548,427651.4161,406859.8231,-769774.7797,431365.1183,387685.967,538400.1377,512104.9741,439745.4502,451627.4719,721810.2654,-273476.291,249788.108,670758.9937,1953667.954,2606016.175,568432.8669,1153044.69,-1267679.262,4995548.978,-6602470.868,-348737.5792,-2385943.82,838137.9532,2632144.437,-819824.3529,1806963.916,784797.2549,-1144364.717,482545.0943,
St. Kitts and Nevis,KNA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,1000000,900000,2200000,13500000,6000000,8000000,9203703.704,16648148.15,13133333.33,40800000,48785185.19,21448148.15,12529629.63,13759259.26,15348148.15,20470370.37,35174074.07,19670370.37,31925925.93,57737037.04,96214814.81,88230740.74,79771688.89,75612162.96,55771474.07,92994488.89,110415630.4,134484438.1,177906026.7,130750839.3,116268480,109632707,92419222.22,110789970.4,156658594.1,128828086.3,116606356.6,40222156.59,93552415.53,92266666.67,
"Korea, Rep.",KOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,66000000,42000000,496000000,4000000,2000000,6000000,81000000,94000000,89000000,172000000,47100000,155100000,120900000,184300000,223300000,355300000,682500000,838600000,1293100000,1389600000,1045600000,1455200000,1001600000,832300000,1136600000,2487100000,2782600000,3301100000,5989200000,10726300000,11509400000,6522300000,5475100000,7010000000,13294400000,13643200000,9161900000,8826900000,11187500000,9021900000,9497400000,9773000000,9495900000,12766600000,9273600000,4104100000,12104300000,17912900000,12182600000,10565600000,
Kuwait,KWT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,25990000,10000,10000,300000,120000,250000,-510000,1330000,760000,1280000,830000,1210000,-90000,40000,-6030000,7250000,-14530000,-6320000,16320000,3660000,5600000,800000,35300000,13252097.97,1519181869,6701341.174,347351454.6,19779208.98,59063714.13,72269842.45,16299834.37,-111516284.5,3619441.977,-67111499.34,23752969.12,233904109.6,121305596.3,111535690.2,-5951752.859,1113588047,1304627500,3259067552,2872588962,1433630444,485806657.8,284647623.8,292026510.2,113012065,-21377568.82,675272105.1,
Latin America & Caribbean (excluding high income),LAC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1243168010,1619778140,725177065,2075002600,1779836763,2843393860,1914830475,2731157294,3478193000,4575578235,5438339269,7541912222,5958780000,5083733333,4146903464,5765132085,4323569187,4689163704,7820332963,6533310000,7242583087,11774357536,13475930335,12106377524,25001553511,26783713359,39744794499,59471848066,68297815697,78865461820,72857700539,66524896156,51590309651,38699927272,58869823173,67913334574,63591567272,1.13309E+11,1.24868E+11,74969565986,1.38867E+11,1.77046E+11,1.72703E+11,1.73184E+11,1.57254E+11,1.48597E+11,1.50526E+11,1.48016E+11,1.60539E+11,1.46252E+11,
Lao PDR,LAO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,100000,,-130000,890000,430000,240000,,640000,,,,,,,0,-1620000,0,0,2000000,4000000,6000000,6900000,7800000,29900000,59200000,95100000,159800000,91000000,45900000,78900000,33890000,23904284.13,4451297.031,19484000.8,16917263,27720000,187310641,323520000,227770000,318598209.1,278805903.1,300743507.1,617755394.5,681397257.1,867646121.7,1077759915,935296172.8,1693080811,1319609797,557176540,
Lebanon,LBN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,-80000,760000,3950000,6340000,5040000,7490000,6100000,2230000,290000,-12160000,1660000,-670000,600000,5070000,6930000,10480000,1250000,-270000,1590000,6450000,1630000,18460000,7400000,22560000,35000000,80000000,1799600000,1134903121,871676542.1,993475000,1453907000,1335970000,2860020313,1898780570,2623502612,2674534372,3375980758,4333045470,4803602660,4279880835,3137050288,3111315000,2661087128,2862509427,2159289952,2568485071,2522409653,2653921503,2223271880,
Liberia,LBR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,57140000,-33960000,20650000,74840000,57710000,180410000,83170000,170450000,144690000,41210000,71920000,287950000,749374.5299,1057307.167,779521.7807,-348846.7636,-355306.8888,829049.4073,290150000,656040000,225240000,8410000,-10850000,-53620000,17380000,4600000,-132130000,213820000,190310000,256260000,20800000,8300000,2800000,372220000,75351731.65,82802111.44,107856671.5,131637661.6,283536077.4,127803424.5,2064680994,2086006933,2309981241,1998675366,501870828.6,232679832.5,311699760.3,247842983,129129754.8,137800000,
Libya,LBY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,317220000,70780000,125980000,-201280000,6200000,-576300000,262850000,-451273599.7,-702581652.2,-587736574.4,-1089340260,-744126662.8,-391821735.9,-326630705.6,-16888867.89,119235407.2,-176920553.7,-97633681.29,97982197.05,125166197.3,158911104.6,91903803.11,99093118.92,58152864.2,-72624307.46,-88486065.39,-111721670.8,-67915602.73,-127894074.6,-128069471.5,141000000,-133000000,145000000,143000000,357000000,1038000000,2064000000,4689000000,4111300000,1371000000,1784000000,0,1425000000,702000000,0,0,0,0,0,,
St. Lucia,LCA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,2998465.391,13000000,20600000,26000000,30900000,38200000,26500000,10000000,12000000,17000000,14518518.52,15000000,16444444.44,26629629.63,44785185.19,57744444.44,40940740.74,34162962.96,32522222.22,32751851.85,18414814.81,47825925.93,83396296.3,83151851.85,53748148.15,58807407.41,51935414.81,106425925.9,76520285.19,78233429.63,233934733.3,271891074.1,161210706.3,146397591.1,121296972.6,96416427.78,75759324.81,83515042.22,62932767.25,153713119.4,143682737.6,37684236.08,40030761.71,30640740.74,
Latin America & Caribbean,LCN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1432016510,1773594312,918606902.2,2245072900,2042157448,3033600992,2112442419,2977422961,3990553333,5284527069,6450100935,8726915556,7001790000,5485151667,5074691797,6438675759,4824695113,5393704913,8582378891,8324614489,8491733520,13186872978,14657927226,14981898665,29803911138,30168276207,48064360775,74434155250,88610554035,1.04714E+11,97255235966,78514760677,64689125955,58027344605,1.00841E+11,81669749411,1.15101E+11,1.97762E+11,2.24615E+11,1.55954E+11,2.23906E+11,2.86448E+11,2.97853E+11,3.81249E+11,2.97383E+11,2.84035E+11,2.29714E+11,2.22629E+11,2.50954E+11,2.58809E+11,
Least developed countries: UN classification,LDC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,137630000,27820000,129999985,225810000,219158910.3,267086073.5,499829102.6,377712500.2,542140768.9,480023384.2,503299504.2,535168782.8,347816131,-40459839.58,167615115.5,456045676.4,192793847.4,369993293.6,590978090.9,1198942551,409294529.5,1387191805,1436598967,1842731261,1039646250,1471941371,1587056340,2845083919,3564371355,5367235521,3801745290,6069489262,5943542374,9368655491,9176527860,5879415238,9126006537,12620970978,18626408469,15364771815,18201230891,23508016522,29891236271,25329104644,29723666706,38580204565,25960580149,19978400511,18955477026,17794182456,
Low income,LIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,109840000,-3859999.999,68759985.04,154605000,157560493,311693582.9,403328473.1,279803772.3,476697121.9,358094401.5,331716145.2,439445439.6,114550188.9,-148505237.5,40907756.85,132935049.4,-51317267.31,160493317.3,351665952.6,780208445.5,306882204.7,445455576.3,862716951.9,1067991465,637315930.7,264836256.6,367827872.5,1034045284,1396148314,1629139680,1781472576,2666474925,3147007962,4403615339,5349583820,3921307067,6804125040,9526838162,12187197929,10370610238,14668827308,17983849438,20364317751,18641774117,14420825641,14573249264,14493691224,13237341148,13599157782,10942042302,
Liechtenstein,LIE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19854574738,9389136116,6864257255,17305461701,1845838359,-266949356.7,44598433612,33538242375,16214866193,29934896948,29875940865,26414902947,29482974347,1154916692,9340073895,80400430108,60669833863,38999586461,-87212093508,,
Sri Lanka,LKA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-300000,300000,300000,500000,1400000,142711.034,1000,-1218567.211,1474392.373,46911742.09,43010507.24,49264554.42,63567608.83,37778897.5,32612391.05,26162080.16,29723119.86,59504201.9,45722528.6,19741313.06,43355119.72,48349173.73,122625843.1,194479070.2,166412940.1,55995587.57,119874349.7,430056151.8,193424023.1,176410171.3,172941409.8,171790000,196500000,228720000,232800000,272400000,479700000,603000000,752200000,404000000,477559000,955920000,941116591.2,932551317.6,893628980.3,679655644.2,897049375.9,1372723043,1614044009,758186663.2,
Lower middle income,LMC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,745264000,642090000,744015000,981000000,1203243546,1068873742,1156866305,1284369483,1276255183,2281257367,1268939410,2619798127,1901158540,1892053212,1575769247,2945280812,2358591655,3173656935,3660822859,5197125539,3224231262,4180993860,5150694195,8436136348,10983785235,11289024051,13173575951,16191198621,17761796142,17389382381,16259500361,20165960172,20939529074,21072171931,23321164707,41073570112,66426233250,89296298835,1.16781E+11,91533636168,79221702966,92869269727,86044518803,86037439373,99138128125,1.1761E+11,1.08978E+11,1.12541E+11,1.15781E+11,1.23778E+11,
Low & middle income,LMY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,3073420761,3125934457,2336020887,4501605889,5185309700,6207447416,4900716662,4884964236,6440538947,7390986216,7517515630,12249648735,10261948267,9216040095,9124125485,11484448017,9474142652,11176195249,18257921124,20591350957,20717860455,29392392972,42196300541,61029399393,80622503867,90258911100,1.12945E+11,1.50212E+11,1.49929E+11,1.55875E+11,1.44985E+11,1.60083E+11,1.52832E+11,1.58297E+11,2.09773E+11,2.93366E+11,3.77309E+11,5.36407E+11,6.14829E+11,4.22872E+11,6.12416E+11,7.31902E+11,6.7696E+11,7.4053E+11,6.42081E+11,6.10738E+11,5.52489E+11,5.44459E+11,6.09664E+11,5.42405E+11,
Lesotho,LSO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,0,0,440000,20000,200000,4493898.803,4785894.232,3242231.252,5053210.873,2414764.088,4894588.444,2254225.629,5928503.366,21346470.59,13736893.71,16478706.52,7989961.081,8369826.867,15651939.52,43268067.99,24174395.03,29073745.83,32675626.14,28350349.46,22037254.59,32402238.3,29695295.78,28390464.72,43946224.79,55669445.72,27441449.23,24322286.69,75616001.72,11009973.06,91349553.1,9512771.55,61173319.21,56653435.23,50429031.34,94459059.36,206514459.9,159186980.4,123091950.4,128696373.5,117645547.2,
Late-demographic dividend,LTE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1177607895,1112633525,1097343657,1924052978,2440632078,2522552602,2745845366,3155941724,3887916368,4534042941,5048383722,6286780807,7132873735,5527120956,5671745554,5591547261,4724133450,6456479119,10165953366,11044080613,12445346214,16412675254,28587329675,47377230104,58154875424,65747747636,87404339769,1.12223E+11,1.27447E+11,1.30379E+11,1.41248E+11,1.20181E+11,1.38537E+11,1.47112E+11,1.71727E+11,2.77453E+11,3.33785E+11,4.83913E+11,4.9252E+11,4.29858E+11,5.7215E+11,6.60451E+11,6.69376E+11,6.64138E+11,6.7194E+11,7.07512E+11,5.26929E+11,4.56507E+11,5.21087E+11,3.68317E+11,
Lithuania,LTU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,30175186.84,31304837.64,72557500,152400000,362287500,918775000,564537500,380272500,442400000,660790497.9,217398839.9,871636185.3,1292673342,2259320966,2601625490,1727660746,-360225678.7,1102761172,1881321393,676639240.9,714214806.7,356531512.7,1043676604,962458735.9,1191438301,867654602.3,1353295478,
Luxembourg,LUX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4243174365,4291105683,5179643439,4644769483,32219534641,-29679425810,7117112828,27255154249,39128528763,8843156717,25497381441,16007703035,18892564399,12499722623,31899891523,-6815331955,-16756616318,-11420831094,
Latvia,LVA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30703329,55933000,282828000,244039000,331352000,474354000,371400000,348100000,324184857.5,173500715.8,160090702.2,316652176.4,591589970.7,809856372.4,1705667384,2713412662,1434273758,-150022148.4,474983591.2,1519518896,1080778948,989283879.4,1045107101,812843819.5,335420977.5,1152510428,428832379.8,1059246101,
